ID,Sender_IP,Sender_Port,Target_IP,Target_Port,Transport_Protocol,Duration,AvgDuration,PBS,AvgPBS,TBS,PBR,AvgPBR,TBR,Missed_Bytes,Packets_Sent,Packets_Received,SRPR,class
10.42.0.151-10.42.0.1-27390-53-17,192.168.2.113,3031,192.168.5.122,53,2,0.32,6.473056653,38,214.5072464,66,484,6596.981555,540,0,1,2,2,1
10.42.0.151-47.88.68.22-39466-443-6,172.16.0.11,22252,83.221.183.50,16951,2,14.35,11.83416667,50,44.75,106,0,13.66666667,0,0,2,0,0,0
216.58.217.100-10.42.0.211-443-57551-6,192.168.2.107,2463,216.138.94.180,80,1,0.63,0.395,70,35,478,16478,8239,17006,0,10,13,1.3,1
10.42.0.42-104.192.110.245-45765-80-6,192.168.2.109,1878,203.73.24.75,80,1,0.5,1.355411481,115,92.436188,363,3241,9696.138956,3489,0,6,6,1,0
10.42.0.151-72.21.206.141-36650-443-6,172.16.0.11,22252,213.246.53.121,3713,2,13.06,5.888571429,50,42.85714286,106,4,102.2857143,60,0,2,2,1,0
10.42.0.211-10.42.0.1-47701-53-17,192.168.1.101,1402,74.54.152.11,80,1,0.53,1.166,109,158.5,637,20648,15772.9,21412,0,13,19,1.461538462,0
172.217.11.46-10.42.0.151-443-39146-6,172.16.0.11,22252,210.210.221.79,21090,2,15.94,11.546,50,45,106,2,2.6,30,0,2,1,0.5,0
157.240.2.20-10.42.0.211-443-56264-6,172.16.2.11,2712,10.0.0.254,53,2,0.17,0.725262759,33,86.91753748,61,49,189.2577616,77,0,1,1,1,0
10.42.0.211-10.42.0.1-12188-53-17,192.168.2.110,3430,12.129.19.135,80,1,105.32,37.82345277,3113,1359.527687,6673,121719,40195.32248,126519,0,89,120,1.348314607,1
172.217.10.142-10.42.0.151-443-44148-6,65.52.111.76,63371,158.65.110.24,80,1,0.18,0.96037037,433,418,641,960,7174.074074,1168,433,5,5,1,1
10.42.0.42-50.19.100.200-41893-443-6,173.45.115.181,6000,158.65.110.24,3389,1,0,0,0,0,40,0,0,40,0,1,1,1,0
10.42.0.211-31.13.69.203-33971-443-6,192.168.1.105,16974,64.202.167.128,80,1,13.5,15.81794872,466,305.5384615,786,3798,7423.692308,4398,0,8,15,1.875,0
172.217.10.67-10.42.0.151-443-37648-6,192.168.1.103,3948,192.168.5.122,143,1,0.02,4.472957075,307,299.1844197,915,1787,8592.470588,4710,0,15,28,1.866666667,1
172.217.12.161-10.42.0.211-443-52615-6,192.168.2.111,3108,91.190.170.71,80,1,0.77,4.74043956,0,95.53846154,88,0,6509.615385,48,0,2,1,0.5,0
8.0.6.4-8.6.0.1-0-0-0,158.65.110.24,47783,158.65.12.103,53,2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
10.42.0.42-14.29.93.254-53403-80-6,158.65.110.24,35499,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
10.42.0.211-121.12.98.63-32778-80-6,147.32.84.160,14802,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.211-64.71.142.110-55502-80-6,192.168.2.109,2521,192.168.5.122,53,2,0.07,5.206059655,44,2138.502355,72,532,8946.871272,588,0,1,2,2,0
10.42.0.42-104.97.95.172-57549-80-6,192.168.1.104,16723,174.35.52.82,80,1,41.29,32.51860724,1568,460.0612813,3336,25379,12354.0585,27907,0,44,63,1.431818182,0
10.42.0.211-10.42.0.1-16162-53-17,147.32.84.160,20139,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.151-123.125.29.220-49022-80-6,172.16.2.13,10883,86.217.241.206,4672,2,0.45,0.45,22,22,54,22,22,50,0,1,1,1,0
182.22.120.247-10.42.0.42-443-54504-6,192.168.2.106,2093,192.168.5.122,80,1,100.2,5.082442105,798,249.7873684,2046,48772,6848.221053,101080,0,31,88,2.838709677,1
10.42.0.151-10.42.0.1-33132-53-17,147.32.84.180,2079,193.232.142.17,53,2,0,1.63525,54,491.95,110,76,777.7,104,0,2,1,0.5,1
10.42.0.151-10.42.0.1-50174-53-17,192.168.2.108,1935,78.136.20.64,80,1,2.82,2.13915212,0,137.5860349,80,0,10966.61097,0,0,2,0,0,1
172.217.6.228-10.42.0.151-443-60348-6,158.65.110.24,38047,199.59.148.10,80,1,0.22,0.330762916,156,149.8961854,424,1287,1257.438918,1555,1443,5,5,1,1
172.217.6.234-10.42.0.42-443-41211-6,158.65.110.24,38574,158.65.12.103,53,2,0.01,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
162.208.20.184-10.42.0.42-443-35799-6,172.16.2.11,32245,83.142.168.216,27472,2,54.92,36.725,150,109.875,318,10,37.125,150,0,6,5,0.833333333,0
172.217.10.110-10.42.0.42-443-39194-6,158.65.110.248,57354,224.0.0.252,5355,2,0.1,0.102,52,52,108,0,0,0,0,2,0,0,0
173.194.205.139-10.42.0.151-443-43140-6,172.16.2.11,14937,10.0.0.254,53,2,0.27,0.725262759,31,86.91753748,59,76,189.2577616,104,0,1,1,1,0
10.42.0.211-123.125.29.220-34646-80-6,172.16.0.11,22252,196.217.72.243,1284,2,8.19,8.066666667,25,37.5,53,2,1.666666667,30,0,1,1,1,0
180.149.153.68-10.42.0.42-80-51702-6,192.168.248.165,1472,38.122.62.227,80,1,5.47,5.24,565,448,733,782,917,1768,0,4,5,1.25,1
172.217.10.10-10.42.0.151-443-48003-6,174.64.14.85,29471,192.168.2.107,58040,2,48.88,36.59,84905,69559.42857,87313,2048,1926.285714,4512,0,86,88,1.023255814,0
216.58.219.227-10.42.0.151-443-43450-6,158.65.110.24,39097,199.59.148.10,80,1,0.35,0.330762916,155,149.8961854,423,1203,1257.438918,1471,1358,5,5,1,1
10.42.0.211-10.42.0.1-24216-53-17,98.137.72.252,58449,158.65.110.24,80,1,0.13,0.107575758,453,462.1212121,773,1261,4462.212121,1529,453,6,5,0.833333333,1
10.42.0.151-10.42.0.1-20213-53-17,147.32.84.160,21094,66.111.4.73,25,1,3,1.495789474,0,0,192,0,0,0,0,4,0,0,1
202.77.129.150-10.42.0.211-80-48436-6,192.168.5.122,41156,198.164.30.2,53,2,0.04,0.218568665,53,48.01844964,81,178,234.3900461,206,0,1,1,1,0
157.240.18.15-10.42.0.211-443-57184-6,192.168.4.120,1041,66.150.120.131,80,1,0.94,3.495,59,53.5,267,275,3875.166667,483,0,5,5,1,1
10.42.0.211-14.204.144.142-58736-80-6,192.168.2.113,3250,63.245.209.72,443,1,13.23,31.41504798,230,356.4587332,678,11828,28422.38964,12392,0,11,14,1.272727273,1
10.42.0.42-66.102.255.45-57155-80-6,172.16.2.11,32245,66.154.94.253,12139,2,21.7,25.94416667,75,85.41666667,159,6,39.08333333,90,0,3,3,1,0
10.42.0.1-10.42.0.42-53-49971-17,172.16.0.11,12317,212.95.7.75,53,2,0.16,0.2640539,33,35.32282745,61,259,243.6849378,287,0,1,1,1,0
10.42.0.211-123.125.29.220-46665-80-6,192.168.4.118,4992,202.53.21.212,80,1,0.47,0.496534653,63,63.71287129,271,516,516.3663366,724,0,5,5,1,1
216.58.217.100-10.42.0.211-443-57551-6,147.32.84.170,1708,124.146.226.3,22,1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
172.217.11.42-10.42.0.42-443-35388-6,147.32.84.160,6309,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.211-123.125.29.138-53036-80-6,192.168.3.117,4518,216.137.33.192,80,1,0.7,2.249166667,103,79.16666667,183,1365,1614.416667,1405,0,2,1,0.5,0
10.42.0.151-66.231.239.122-47715-80-6,147.32.84.160,2991,65.54.188.110,25,1,3,1.47622449,0,0,192,0,0,0,0,4,0,0,1
172.217.3.100-10.42.0.42-443-47173-17,158.65.110.24,47808,158.65.12.103,53,2,0.02,0.012398725,27,38.84084292,55,468,141.052849,0,0,1,0,0,1
10.42.0.211-96.6.164.184-40926-80-6,172.16.2.12,1451,202.43.195.13,80,1,3.61,3.596875,80,80,220,273,273,124,80,5,3,0.6,0
10.42.0.151-50.17.250.36-44092-443-6,192.168.1.101,3170,74.55.1.4,80,1,4.27,14.37256959,0,281.7012848,160,0,10392.83084,0,0,4,0,0,0
173.194.206.102-10.42.0.151-443-49232-6,172.16.0.11,8112,212.74.100.152,25,1,0.09,0.066666667,1190,1098.333333,1638,188,188,716,0,11,13,1.181818182,0
174.35.73.77-10.42.0.211-80-58273-6,147.32.96.45,2089,147.32.84.170,21,1,0,0.31244186,0,0,60,0,0,80,0,1,2,2,1
10.42.0.151-125.39.133.40-60779-80-6,192.168.2.112,4841,91.190.170.71,80,1,3.44,6.309191919,149,144.6136364,357,495,4742.222222,623,0,5,3,0.6,1
8.41.222.241-10.42.0.42-443-39207-6,192.168.4.118,1970,202.172.28.86,80,1,0.49,1.301702128,62,61.73758865,310,4288,12689.92908,4536,0,6,6,1,1
10.42.0.211-104.193.88.109-35293-80-6,158.65.110.24,58812,199.59.150.7,80,1,0.23,0.335693046,160,149.9625899,428,1286,1259.629736,1554,1446,5,5,1,1
10.42.0.211-121.12.98.63-48379-80-6,192.168.4.120,1473,208.122.28.30,80,1,16.11,15.23621951,2796,1587.390244,4996,67708,41895.29268,69908,0,55,55,1,1
10.42.0.42-31.13.71.3-50035-443-6,172.16.0.11,22252,88.238.112.229,26228,2,0.31,8.759285714,25,39.28571429,53,2,2.571428571,30,0,1,1,1,0
172.217.3.110-10.42.0.151-443-36467-6,192.168.5.122,11141,198.164.30.2,53,2,0.04,0.218568665,41,48.01844964,69,447,234.3900461,475,0,1,1,1,0
10.42.0.211-10.42.0.1-11748-53-17,147.32.84.160,11935,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.211-54.192.38.18-39971-443-6,158.65.110.24,38743,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
10.42.0.211-23.198.6.50-45986-443-6,147.32.84.170,4045,125.58.186.61,22,1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
202.77.129.185-10.42.0.211-80-42621-6,147.32.84.150,3696,199.67.0.38,25,1,2.95,1.983333333,0,0,192,0,0,0,0,4,0,0,1
172.217.12.142-10.42.0.151-443-57050-6,192.168.5.122,61752,198.164.30.2,53,2,0.01,0.218568665,45,48.01844964,73,178,234.3900461,206,0,1,1,1,1
10.42.0.211-66.231.239.124-34048-443-6,172.16.2.11,25748,10.0.0.254,53,2,0.11,0.725262759,23,86.91753748,51,79,189.2577616,107,0,1,1,1,0
172.217.10.238-10.42.0.211-443-59976-6,147.32.84.180,3410,174.128.246.102,80,1,189.12,5.128403869,146,32.81559855,1412,0,0,192,0,13,4,0.307692308,1
10.42.0.151-10.42.0.1-34219-53-17,147.32.84.180,1633,174.37.196.55,80,1,3.01,2.685888689,0,14.15918612,96,0,0,0,0,2,0,0,1
10.42.0.211-10.42.0.1-47848-53-17,147.32.84.170,2433,208.100.41.200,22,1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
151.101.1.140-10.42.0.211-443-48067-6,65.120.61.73,9001,172.16.253.129,3194,1,180.97,180.97,2930,2930,4542,1172,1172,1452,0,11,7,0.636363636,1
10.42.0.211-54.230.38.228-54845-80-6,172.16.2.11,32245,117.6.74.243,22501,2,11.07,21.65285714,50,91.85714286,106,0,12.35714286,0,0,2,0,0,0
198.11.188.80-10.42.0.211-443-42606-6,192.168.3.116,1533,62.116.163.221,80,1,0,0.968533937,0,57.59728507,80,1250,1128.150226,1410,0,2,4,2,1
10.42.0.211-10.42.0.1-6052-53-17,158.65.110.24,34945,158.65.12.103,53,2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
10.42.0.1-10.42.0.42-53-46157-17,172.16.2.11,32245,83.237.121.41,23676,2,33.93,26.39888889,106,90.77777778,302,81,210.8888889,249,0,7,6,0.857142857,0
140.205.230.8-10.42.0.211-80-39949-6,172.16.2.113,4512,209.85.135.103,80,1,0.25,0.454064516,165,161.3032258,172,418,1726.567742,124,583,4,3,0.75,0
10.42.0.151-31.13.71.37-40560-443-6,147.32.84.180,3421,98.139.175.224,25,1,3.01,2.03635274,0,0,96,0,0,0,0,2,0,0,1
220.243.219.55-10.42.0.151-80-42999-6,172.16.2.11,32245,124.120.32.40,28604,2,55.74,35.36137931,150,114.2068966,318,12,57.5862069,180,0,6,6,1,0
10.42.0.211-10.42.0.1-17801-53-17,172.16.2.11,32245,89.37.181.145,32777,2,23.41,32.01777778,75,98.07407407,159,6,77.40740741,90,0,3,3,1,0
172.217.12.142-10.42.0.42-80-35218-6,192.168.4.120,2094,192.168.5.122,53,2,0.49,6.385822222,36,334.3392593,64,306,11277.13185,362,0,1,2,2,1
220.170.182.31-10.42.0.151-443-58208-6,147.32.84.180,3154,65.55.37.88,25,1,0,2.026853933,0,0,96,0,0,0,0,2,0,0,1
217.69.136.175-10.42.0.211-443-46275-6,172.16.0.11,7004,212.95.7.75,53,2,0.12,0.2640539,24,35.32282745,52,298,243.6849378,326,0,1,1,1,0
10.42.0.211-10.42.0.1-24056-53-17,147.32.84.160,3602,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.211-104.193.88.109-45530-80-6,192.168.2.110,2798,192.168.5.122,110,1,0.01,7.035222672,41,204.537112,369,68,7085.446694,792,0,8,16,2,1
10.42.0.151-123.125.115.190-35101-80-6,85.190.0.3,48649,147.32.84.170,1025,1,0,0.380253623,0,0,60,0,0,80,0,1,2,2,1
172.217.10.77-10.42.0.151-443-55531-17,158.65.110.24,49233,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
10.42.0.151-31.13.80.5-44777-443-6,192.168.248.165,1206,64.120.238.138,80,1,9.89,9.89,420,420,628,763,763,1690,0,5,4,0.8,1
10.42.0.211-121.12.98.62-59864-80-6,192.168.5.122,25575,198.164.30.2,53,2,0.09,0.218568665,44,48.01844964,72,121,234.3900461,149,0,1,1,1,1
10.42.0.42-119.146.74.49-57099-443-6,172.16.2.11,16024,10.0.0.254,53,2,0.1,0.725262759,29,86.91753748,57,109,189.2577616,137,0,1,1,1,0
175.100.207.232-10.42.0.211-80-56528-6,158.65.110.24,52997,199.59.150.7,80,1,0.32,0.335693046,155,149.9625899,423,1291,1259.629736,1559,1446,5,5,1,1
157.240.0.17-10.42.0.211-443-47114-6,192.168.1.102,2670,69.84.133.138,80,1,73.95,9.659849624,675,309.4323308,3795,170394,285377.0677,175594,0,78,130,1.666666667,0
172.217.9.234-10.42.0.151-443-43032-6,192.168.3.115,4003,205.144.163.154,80,1,0.21,3.07276,109,78.344,357,1434,5332.72,1682,0,6,6,1,1
209.10.120.26-10.42.0.211-80-39080-6,147.32.84.180,2943,67.19.72.206,80,1,0.15,2.790571809,0,0,48,0,0,40,0,1,1,1,1
10.42.0.211-10.42.0.1-22269-53-17,192.168.3.117,2949,72.51.46.230,80,1,9.81,18.6816,212,103,1380,54600,17932.88,56328,0,29,43,1.482758621,0
10.42.0.211-10.42.0.1-2674-53-17,158.65.110.24,49861,158.65.12.103,53,2,0.27,0.012398725,33,38.84084292,61,206,141.052849,0,0,1,0,0,1
131.253.61.66-10.42.0.151-443-41482-6,116.72.33.54,32953,172.16.2.11,32245,2,30.28,29.7625,31,67,143,52,73.75,136,0,4,3,0.75,0
163.177.151.166-10.42.0.211-443-43514-6,172.16.0.11,11607,212.95.7.75,53,2,0.08,0.2640539,25,35.32282745,53,483,243.6849378,511,0,1,1,1,0
175.100.207.233-10.42.0.211-80-47274-6,158.65.110.24,33918,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
172.217.12.194-10.42.0.211-443-38436-6,172.16.2.11,32245,221.128.153.121,16295,2,22.48,35.4265625,79,101.75,219,56,61.28125,196,0,5,5,1,0
10.42.0.151-10.42.0.1-52723-53-17,147.32.84.170,1964,126.170.29.179,22,1,4.19,2.295,0,0,192,0,0,80,0,4,2,0.5,1
172.217.10.74-10.42.0.151-443-35943-6,192.168.5.122,8964,198.164.30.2,53,2,0.01,0.218568665,60,48.01844964,88,572,234.3900461,600,0,1,1,1,1
10.42.0.151-47.88.66.107-57741-80-6,172.16.2.11,32245,88.103.211.178,1138,2,33.29,24.89222222,100,86.22222222,212,8,40.77777778,120,0,4,4,1,0
10.42.0.1-10.42.0.42-53-28015-17,158.65.110.24,54237,158.65.12.103,53,2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
10.42.0.211-10.42.0.1-33399-53-17,158.65.110.24,56095,199.59.148.10,80,1,0.25,0.330762916,118,149.8961854,386,1289,1257.438918,1557,1407,5,5,1,1
183.57.48.84-10.42.0.211-80-44309-6,192.168.1.104,18420,78.136.20.64,80,1,0.24,1.297017544,145,152.3245614,473,8421,11902.04386,8829,0,8,10,1.25,0
10.42.0.211-111.206.25.159-34540-80-6,192.168.2.110,3361,193.164.238.101,80,1,100.71,52.59214286,157,625.5714286,485,4657,39172.92857,4985,0,8,8,1,0
10.42.0.151-35.185.118.135-36613-443-6,192.168.5.122,15391,198.164.30.2,53,2,0.02,0.218568665,41,48.01844964,69,447,234.3900461,475,0,1,1,1,0
10.42.0.211-64.71.142.96-47176-443-6,192.168.5.122,59742,198.164.30.2,53,2,0.49,0.218568665,47,48.01844964,75,108,234.3900461,136,0,1,1,1,1
10.42.0.151-54.230.38.110-54911-80-6,192.168.5.122,51875,198.164.30.2,53,2,0.05,0.218568665,57,48.01844964,85,473,234.3900461,501,0,1,1,1,1
192.229.163.180-10.42.0.211-443-51971-6,147.32.84.160,3422,190.55.176.74,6667,1,3,3,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-66.198.24.240-60964-80-6,158.65.110.24,51681,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
10.42.0.151-106.39.169.66-42738-80-6,192.168.4.118,2184,125.6.164.41,80,1,0.89,1.484672269,36,35.89915966,924,45497,44142.81681,46945,0,22,36,1.636363636,1
140.205.230.8-10.42.0.211-80-39944-6,158.65.110.24,50501,158.65.12.103,53,2,0,0.012398725,34,38.84084292,62,82,141.052849,0,0,1,0,0,1
172.217.12.163-10.42.0.42-443-42661-6,158.65.110.24,39376,158.65.12.103,53,2,0,0.012398725,61,38.84084292,0,106,141.052849,0,0,0,0,0,1
10.42.0.211-123.125.29.138-40512-80-6,147.32.84.180,2077,87.242.73.194,53,2,0.25,0.162857143,70,83.71428571,126,226,348.5714286,254,0,2,1,0.5,1
172.217.11.42-10.42.0.151-443-39138-6,147.32.84.160,20067,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
205.185.216.42-10.42.0.211-80-41867-6,122.42.161.107,6349,172.16.0.11,22252,2,2.73,10.082,25,36.8,53,2,25.1,30,0,1,1,1,0
211.103.34.67-10.42.0.211-10000-37653-6,64.31.13.148,3165,147.32.84.170,3389,1,5.81,5.619295775,1799,1735.323944,4371,3109,3081.028169,10082,0,64,96,1.5,1
172.217.10.42-10.42.0.42-443-34462-6,172.16.2.11,32245,24.91.147.8,19430,2,33.49,39.84944444,100,112.7222222,212,8,22.72222222,120,0,4,4,1,0
10.42.0.42-13.107.254.128-46338-443-6,192.168.1.104,17312,65.54.81.38,80,1,1.51,29.91466667,370,387.4,738,12596,24036.13333,13004,0,9,10,1.111111111,0
10.42.0.211-66.102.255.50-35690-443-6,172.16.2.11,25706,10.0.0.254,53,2,0.54,0.725262759,33,86.91753748,61,49,189.2577616,77,0,1,1,1,0
172.217.12.206-10.42.0.151-443-54530-6,147.32.84.160,6603,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
192.229.173.173-10.42.0.151-80-56313-6,147.32.84.160,3416,208.65.145.2,25,1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
10.42.0.211-14.17.42.57-44316-80-6,158.65.110.24,59269,64.12.138.161,25,1,3,3.001323529,0,0,120,0,0,0,0,2,0,0,1
174.129.31.175-10.42.0.211-443-33345-6,158.65.110.24,42450,199.59.150.39,80,1,0.68,0.358676043,157,149.6818623,425,1286,1259.152764,1554,1443,5,5,1,1
183.79.250.123-10.42.0.211-443-60640-6,158.65.110.24,47459,158.65.12.103,53,2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
172.217.12.174-10.42.0.211-443-55238-6,192.168.2.108,3108,92.52.75.103,80,1,130.29,17.95276596,281,165.4680851,1161,31724,21848.57447,32847,0,22,28,1.272727273,0
10.42.0.211-10.42.0.1-37398-53-17,192.168.2.109,4093,174.132.188.162,80,1,2.23,8.052634561,91,359.6515581,619,13288,18664.98017,14092,0,13,20,1.538461538,0
10.42.0.211-10.42.0.1-36519-53-17,147.32.84.180,4301,74.125.232.217,80,1,7.75,15.51025641,282,717.4358974,490,539,1194.794872,667,0,5,3,0.6,1
182.22.24.252-10.42.0.42-443-36824-6,147.32.84.170,1067,111.89.136.56,22,1,0,2.326666667,0,0,96,0,0,0,0,2,0,0,1
10.42.0.42-66.198.178.124-42534-443-6,192.168.2.112,1971,68.178.178.97,80,1,17.44,22.34588957,956,1092.886503,15464,924076,1176226.491,929776,0,355,660,1.85915493,1
10.42.0.211-104.97.95.172-39570-80-6,147.32.84.180,4724,205.188.159.42,25,1,3.01,2.026020942,0,0,96,0,0,0,0,2,0,0,1
216.58.217.99-10.42.0.211-80-56265-6,192.168.2.113,1751,62.140.213.243,80,1,0.29,0.537827298,85,84.34818942,333,1451,3338.690808,1699,0,6,6,1,1
222.73.28.96-10.42.0.211-80-58372-6,158.65.110.24,55865,158.65.12.103,53,2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
10.42.0.211-103.235.46.211-40507-443-6,158.65.110.24,50508,158.65.12.103,53,2,0.01,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
202.77.129.150-10.42.0.211-80-57019-6,147.32.84.180,1598,209.85.227.27,25,1,3.01,2.889606299,0,0,96,0,0,0,0,2,0,0,1
10.42.0.211-10.42.0.1-60661-53-17,147.32.84.170,2577,111.89.141.142,80,1,1.08,1.08,0,0,336,0,0,128,0,8,3,0.375,1
10.42.0.151-119.146.74.33-59412-443-6,192.168.3.117,2004,67.111.12.102,80,1,0.11,3.072083333,0,69.83333333,80,0,11269,80,0,2,2,1,1
172.217.11.42-10.42.0.151-443-56797-6,192.168.5.122,53101,198.164.30.2,53,2,0.02,0.218568665,45,48.01844964,73,406,234.3900461,434,0,1,1,1,1
10.42.0.151-104.193.88.109-48422-80-6,192.168.5.122,41987,198.164.30.2,53,2,0.71,0.218568665,43,48.01844964,71,143,234.3900461,171,0,1,1,1,1
172.217.10.110-10.42.0.211-443-55177-6,147.32.84.160,2983,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.151-10.42.0.1-63954-53-17,192.168.5.122,1752,198.164.30.2,53,2,0.01,0.218568665,46,48.01844964,74,246,234.3900461,274,0,1,1,1,1
10.42.0.151-23.194.182.93-54297-443-6,147.32.84.160,3344,65.55.37.104,25,1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-106.39.169.66-44268-80-6,158.65.110.24,54157,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
172.217.10.14-10.42.0.211-443-50255-6,192.168.1.105,16937,206.47.170.35,80,1,11.21,4.847647059,89,74.23529412,1425,62913,42031.29412,64801,0,32,47,1.46875,0
10.42.0.211-112.80.248.187-33108-80-6,147.32.84.160,4923,205.188.103.1,25,1,3,1.486076555,0,0,192,0,0,0,0,4,0,0,1
172.217.10.110-10.42.0.211-443-39035-6,158.65.110.24,50057,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
183.3.235.80-10.42.0.211-80-44090-6,147.32.84.180,1366,193.23.181.44,80,1,3.01,2.462196399,0,23.57119476,96,0,13.67954173,0,0,2,0,0,1
158.85.233.52-10.42.0.211-5222-58107-6,147.32.84.170,2795,208.100.43.50,22,1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
180.149.136.194-10.42.0.151-80-54069-6,172.16.2.11,32245,81.214.2.223,12388,2,44.18,32.20285714,75,89.71428571,159,0,30.57142857,0,0,3,0,0,0
10.42.0.151-31.13.80.5-36760-443-6,192.168.4.118,1049,202.53.21.212,80,1,0.46,0.496534653,63,63.71287129,271,516,516.3663366,724,0,5,5,1,1
157.56.52.23-10.42.0.42-40033-56133-6,192.168.1.101,1483,66.147.242.89,80,1,0.65,5.265,63,67.25,143,0,6873.875,80,0,2,2,1,0
180.163.255.159-10.42.0.211-443-48131-6,147.32.84.180,2077,89.108.108.33,53,2,0.48,0.48,48,48,104,123,123,151,0,2,1,0.5,1
10.42.0.211-66.231.239.96-40432-443-6,192.168.2.110,2372,205.227.137.44,80,1,0,2.15,0,121.3333333,40,0,10886,40,0,1,1,1,0
203.205.158.61-10.42.0.42-80-46315-6,147.32.84.170,4135,208.227.85.140,22,1,3.01,1.505,0,0,192,0,0,0,0,4,0,0,1
172.217.10.238-10.42.0.211-443-52443-6,147.32.84.160,1542,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.211-69.147.82.60-40675-443-6,192.168.3.117,4789,72.14.204.103,80,1,1.18,5.851578947,78,227.1929825,406,7983,31610.75439,8399,0,8,10,1.25,1
10.42.0.42-52.85.101.61-51960-80-6,192.168.4.118,4514,203.73.24.75,80,1,0.54,1.360410959,70,83.79452055,438,11403,30601.13699,11851,0,9,11,1.222222222,0
10.42.0.211-66.102.255.40-44805-443-6,172.16.2.11,32245,190.198.118.204,5843,2,47.47,32.6630303,125,97.09090909,265,10,44.72727273,150,0,5,5,1,0
10.42.0.151-98.139.183.24-54236-80-6,172.16.2.11,4187,10.0.0.254,53,2,0.29,0.725262759,25,86.91753748,53,65,189.2577616,93,0,1,1,1,0
10.42.0.211-121.14.255.83-52603-80-6,78.88.182.117,16329,172.16.2.11,32245,2,21.76,26.975,4,6,60,50,62.5,106,0,2,2,1,0
10.42.0.211-119.146.74.33-50740-443-6,147.32.84.150,1654,85.158.141.190,25,1,2.95,1.95,0,0,192,0,0,0,0,4,0,0,1
169.55.67.246-10.42.0.211-443-46130-6,192.168.2.106,3960,208.111.161.254,80,1,0.69,1.303388704,0,75.07973422,40,0,2408.475083,40,0,1,1,1,0
10.42.0.211-106.39.169.66-55314-80-6,147.32.84.180,2229,67.195.168.230,25,1,2.96,1.617311828,0,0,192,0,0,0,0,4,0,0,1
151.101.1.140-10.42.0.211-443-48044-6,158.65.110.24,48063,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
10.42.0.211-64.71.142.96-47182-443-6,66.249.73.56,54932,158.65.110.24,80,1,0.89,0.904045894,245,243.5615942,929,13196,9547.653986,13672,4499,13,9,0.692307692,1
172.217.12.206-10.42.0.211-443-51964-6,147.32.84.180,4447,212.117.171.138,65500,1,8.27,48.82570156,2,16651.72383,2980,77381,7709.298441,78989,0,74,40,0.540540541,1
203.205.147.229-10.42.0.151-80-40857-6,158.65.110.24,56016,158.65.12.103,53,2,0,0.012398725,34,38.84084292,62,98,141.052849,0,0,1,0,0,1
10.42.0.151-121.14.255.49-52308-80-6,172.16.2.113,1722,202.43.195.13,80,1,3.65,3.509455041,80,77.38419619,220,273,264.0735695,124,80,5,3,0.6,0
